model_id,iteration_1,iteration_2,iteration_3,iteration_4,iteration_5,iteration_6,iteration_7,iteration_8,iteration_9,iteration_10,iteration_11,iteration_12,iteration_13,iteration_14,iteration_15,iteration_16,iteration_17,iteration_18,iteration_19,iteration_20,iteration_21,iteration_22,iteration_23,iteration_24,iteration_25,iteration_26,iteration_27,iteration_28,iteration_29,iteration_30,iteration_31,iteration_32,iteration_33,iteration_34,iteration_35,iteration_36,iteration_37,iteration_38,iteration_39,iteration_40,iteration_41,iteration_42,iteration_43,iteration_44,iteration_45,iteration_46,iteration_47,iteration_48,iteration_49,iteration_50,iteration_51,iteration_52,iteration_53,iteration_54,iteration_55,iteration_56,iteration_57,iteration_58,iteration_59,iteration_60,iteration_61,iteration_62,iteration_63,iteration_64,iteration_65,iteration_66,iteration_67,iteration_68,iteration_69,iteration_70,iteration_71,iteration_72,iteration_73,iteration_74,iteration_75,iteration_76,iteration_77,iteration_78,iteration_79,iteration_80,iteration_81,iteration_82,iteration_83,iteration_84,iteration_85,iteration_86,iteration_87,iteration_88,iteration_89,iteration_90,iteration_91,iteration_92,iteration_93,iteration_94,iteration_95,iteration_96,iteration_97,iteration_98,iteration_99,iteration_100
SARV-Model-001,0.02402264116922743,-0.01841403174058704,-0.00928550697024228,-0.06397519008474077,0.0327196055217788,-0.041234851177768414,0.03845648495859371,-0.04020343743150095,0.017300309178585653,-0.03393588533443823,0.04639488719094373,-0.038307353460901514,0.028693964612413823,0.02007180112834238,-0.012141025579141904,-0.04851974612980472,-0.0630875728975088,-0.021810234900947613,-0.017397326272160254,0.042172532657896014,0.042322767436474555,0.056176713060624744,0.08394788228711265,0.1097242240862942,0.10536939341463811,0.09741248768009225,0.07716838593731815,0.10620990980764494,0.09663627617747976,0.10123633330711071,0.14876861416996867,0.1566455674100109,0.20539646094260758,0.17723507323189364,0.17302020846455474,0.1852010603887576,0.1755581744813858,0.11059406855612343,0.10269067645217703,0.10170662694703768,0.03421246692033434,0.10450162889529398,0.02037166008906583,0.0333739644318729,0.0038479647945208043,-0.005320596761640022,-0.04456347643250909,-0.0322433172952811,-0.04136783155665566,-0.03909161059224467,-0.05823480571145218,-0.03362505973266084,-0.010095716279317964,0.007031566713668002,0.028550584639446673,0.036926250042239955,0.03258760708815949,0.08122135970605647,-0.0017375987531749481,0.06280405722995332,0.0068216635779777815,0.06369158084821354,0.017939379039046643,0.08017278437273498,-0.004152553984125424,0.07831680237178382,0.017115999910322175,0.008636069861422823,-0.0067922138803523865,0.047985480285453734,0.024511788654075498,-0.019507901697313576,-0.040838285951594194,0.004685470826841974,0.003765231521722694,-0.047564919487485625,0.003487020805294222,-0.0037955411127022116,-0.06350361501420358,-0.06236994279696379,-0.04908930367401117,-0.06545545476008653,-0.055612454730655125,-0.056998191969608085,-0.005813062561617846,0.018282270123329374,0.029938796697932313,0.04931490746187185,0.06624368429638991,0.07612515006444481,-0.0030810945893330554,0.0233469149390675,-0.04341996831577004,0.016943622142767217,-0.014719852369718914,-0.032152344872248516,0.005263940412138675,-0.028908693995643178,0.004222843589435659,-0.05686085246701515
SARV-Model-002,0.009695789943232495,-0.07670404168999546,-0.05523970942354217,-0.020081349273104013,0.01591307328334896,-0.0015267806202061208,0.06778585178700547,0.017310849045296072,0.10317885793587026,0.04801731625570928,0.02022067028056347,0.02640186031529955,0.012843233101763704,-0.007353884985202678,-0.0030311602291355584,0.012504514797812148,0.014526106971059667,0.021802270608199795,-0.008615791303418491,-0.012217727674499414,-0.002894730495597805,-0.06651869502336898,-0.030316312075968216,-0.062441455855658565,-0.09629358399345378,-0.07691503279227008,-0.14285229176547884,-0.11678440518909212,-0.10495414917792728,-0.08553917319809443,-0.09803039251621305,-0.12690117099156553,-0.03700620228445178,-0.10997919116210408,-0.05819320802245617,-0.1255967345968787,-0.06881182108384366,-0.05684463756877531,-0.05390018601139672,-0.07767786034309453,-0.1072125455950371,-0.12416546531079131,-0.08946446278925194,-0.08035944067296982,-0.04067729485726718,-0.0769463727222116,-0.042409150234088075,-0.09607411591953235,-0.11224949389071685,-0.13412980859700396,-0.09112531818607168,-0.11878183662899079,-0.09156648857883821,-0.10525825795615479,-0.06689493980269688,-0.0830948967661236,-0.0698040984068839,-0.08076782315773313,-0.14562298341798027,-0.1225047007719069,-0.1443766323139085,-0.1679863403726226,-0.11648010894746413,-0.177102866324067,-0.1389018705698497,-0.15820229948647707,-0.11124948143857079,-0.1576905798673246,-0.06985992413162553,-0.12917314272650912,-0.06018569186140871,-0.16291791963589922,-0.0798576860587422,-0.17704403031412774,-0.10200396898451794,-0.17264690690406165,-0.06928564532651409,-0.12066775187769392,-0.06322168273076359,-0.1065799920481548,-0.058100497357153114,-0.08693209374162375,-0.08040858253708034,-0.023450621150552138,-0.043316484748044864,-0.040626865541976614,-0.06550343422355676,-0.049346741024844674,-0.0901670315547665,-0.05030935727402274,-0.07538504909635593,-0.03443367220359462,-0.09598445465527923,-0.058179941745872245,-0.05268593500040529,-0.032369930144469844,-0.06162769273773845,-0.042075889291868514,-0.03365095961601548,-0.028809179088425316
SARV-Model-003,0.010831800247221211,-0.018855724364223815,-0.046973711082012225,-0.13286893195677302,-0.06678443235643397,-0.09873154105598435,-0.03944578450867383,-0.07502118200813367,-0.035543110573030834,-0.022766427804858227,-0.014882234547795086,-0.013551800420934663,0.004505556229851177,-0.03181251869162301,0.015486428187174106,0.007747491427918422,0.0073554531533469225,0.022860720516961208,0.0921248606371693,0.04319539371018611,0.07505080003697923,0.06709864251410687,0.0866851248784679,0.07305469051472728,0.04082193340059017,0.06634541871424494,0.06235912228186725,0.05725015721911891,0.045413311973861,0.009934676862053177,-0.01853125780725893,-0.006085073903177286,-0.025432948584121408,-0.03480275377494907,-0.050954577687024355,-0.04622191718108212,-0.05257522622609272,-0.06287267761607478,0.011087669703384644,-0.024759972639703563,0.027338264530381774,0.019389129500454926,-0.015046258184729551,-0.03657839384040787,-0.04971267284488772,-0.08877624775171966,-0.05021785471073723,-0.05161995600504144,-0.03286290155308585,-0.036228795005191966,-0.0007106767512425705,-0.004228123671319566,-0.02659452453767995,0.01279460845127739,0.004783799187776817,0.036839745357052346,0.04424909713595266,0.05495646128959604,0.06854782873202624,0.058360571891076664,0.10560547069481611,0.030127074832839874,0.08212489160407166,0.01175366296594858,0.07821327300999849,0.07247630655779397,0.11590634661851729,0.08034520024636592,0.13043855998692355,0.10016608720949025,0.11043415432322772,0.10423782971037994,0.08120669856137808,0.0729018588123734,0.06174189644523914,0.13030635149659817,0.07576894571032423,0.11366742437566014,0.10781834917655145,0.09054554444870735,0.08420637846268617,0.05288682314274723,-0.018477196273766813,0.00860068749337318,0.009227238603383106,-0.014591060344822975,0.02202812010363331,0.03649552787140818,0.06135520143514029,0.055032550183878134,0.11591166193927516,0.0975349807296938,0.07148089965061942,0.07030229006522642,0.054989285475741195,0.04688426449837269,0.10915292337771604,0.1046799255572656,0.11084895933605403,0.12601449706524567
SARV-Model-004,0.025831156145742443,-0.0706169112848686,-0.01040963977154465,-0.07246844130377608,-0.03934155122289443,-0.051934920349638175,-0.06729678565366559,-0.020623117344917584,0.024721997137995125,0.02353375132242594,0.05210418835680284,0.045026497771803606,0.04938334413678,0.11294092970666282,0.09616916783417223,0.09885554194659159,0.0736639046954285,0.09591697106761161,0.10330327679559993,0.09263334988057757,0.17185033113726714,0.12006455127759423,0.12001633684580802,0.11699039375398196,0.14812937609142726,0.1366225351211439,0.08449570344939047,0.07563926825585404,0.02388117674035964,0.0646444428535808,0.051995501418597684,0.016462482220430355,0.03742506671165681,0.02510347805355343,-0.00709263338772461,-0.04087340953731185,-0.04737184321727848,-0.029891551492103086,-0.06176325873988594,-0.04605411401911575,-0.008888564655451181,-0.07076249048571148,-0.042500627556913,-0.05956247992285402,-0.10044753229092333,-0.09829335174873677,-0.11494977133633957,-0.06367265976805062,-0.15078892570836738,-0.046154636333804656,-0.06404514421208596,-0.052602876396941854,-0.03563508910032077,0.031852902579652606,-0.00484939392742044,0.04276118045073225,0.019763015320684908,0.055375891249932356,0.04011284125315983,0.03877013779854608,0.03296244551997135,0.09348945639156421,0.062168861879011335,0.1110385972279479,0.045580346370228446,0.0762224866502802,-0.010148201268239131,0.052396121338114526,-0.050440821598443285,0.05310243397442733,-0.05951138399466407,0.028202681888386812,-0.03938356912965428,-0.013030717854686806,-0.006713162437070176,0.0294382034579853,0.00023253527838205002,-0.021002551838052486,-0.035089885656606014,-0.05863790350589074,-0.027114065731315407,-0.04914582780934415,-0.03722790162644697,-0.0627975574234325,0.008399916451221633,-0.02954354014005556,-0.010728864003801963,-0.04421505732227631,0.023748609266306765,0.017347331335022677,0.05714229145205559,0.028187305778209493,0.0784026536394896,0.05825412257316894,0.08756507382758942,0.06662111898115491,0.06069771890430666,0.06317414463995095,0.03705442021007357,0.03665509863841732
SARV-Model-005,0.043081915816941235,-0.026994839417454838,0.006218921578715458,-0.01191113374733801,0.005425256816060492,-0.050276526939065605,-0.05724000297829334,-0.08893269159106311,0.022846588827155404,-0.09736242910781119,-0.0067371693173090145,-0.029196795030169077,-0.008587938216841732,-0.01815658312928395,0.026917800873139896,-0.012918322355552342,-0.006591188661976706,-0.009875972642760751,-0.029753303068020615,-0.04845493049793264,-0.07859469189691239,-0.04786062577161398,-0.09481377670074234,-0.051671619777476564,-0.09231254550422129,-0.06721201247703971,-0.0876410439485042,-0.07878212708932614,-0.09816738939298669,-0.06684330545394103,-0.06696650743958296,-0.0747764602336069,-0.08781791065557285,-0.11348569938465354,-0.08704316374607161,-0.06824828795373024,-0.039175333406419634,-0.022125581828605273,-0.024126020266723412,0.020499506491745537,-0.013567325323556867,-0.051237173733047515,-0.031756215626549185,0.01464865142297591,0.03403445498414681,0.02684338363723533,0.029885525140367856,0.014134112252360453,0.036265796112858094,-0.03428258635772949,-0.02262007069010501,0.013861713929864954,0.003664906769364357,-0.031171907791157118,-0.030082628987208152,-0.04599782542190483,-0.05930855875142109,-0.04771087174758106,-0.02442435287407249,-0.047992269491277134,-0.02371585540002853,-0.053468744243057156,-0.029015064434180195,-0.0845755494153189,-0.033089537817352535,-0.07864624791284398,-0.03381732035402476,-0.06231694300523742,-0.05978400991416488,-0.035773311257444484,-0.006420587637194296,-0.05056166705370649,-0.0064150684131725885,0.0012626164852400236,-0.0015809209836556205,0.004868813796820755,-0.0013822788075358939,0.04495920526844893,0.07347649376531215,0.06728443533688677,0.04791374899134043,0.052682852811497725,0.051902876153720356,0.04254537460418877,0.01616227826357838,0.005147740800785001,0.02300390383674059,0.027930986114618923,0.0026965069909887494,0.02089430286061954,-0.03436416655871051,0.01148785554458336,-0.01547533059118603,0.07836438339178793,0.009090481579681016,0.012680654230641188,-0.019118395030386325,-0.026129421229692598,0.019690034622498253,0.002284995249008458
SARV-Model-006,0.05511915764072718,-0.03248034933475271,0.005839345544935088,-0.051809357195128136,0.0771833670667116,-0.07494422619391172,0.02988319742764384,-0.007796746543177221,-0.0003343539587327893,0.06320516666263376,0.04203202491931129,-0.03063620417975393,-0.008380454422224846,-0.06253843578971047,-0.02543031137670939,-0.046578039755187615,-0.08590846540823267,-0.05729108774385025,-0.08943883457779717,-0.14643336205211535,-0.10956654691211508,-0.16328050813155115,-0.1564799074832694,-0.17125328827995445,-0.16658529034277958,-0.1875932231961736,-0.16594394891661066,-0.16068138817512737,-0.08662988187840921,-0.15764643457662056,-0.0916377596337931,-0.10959851303762669,-0.07521725946776815,-0.10010380586833423,-0.10674554704650811,-0.09856650963208116,-0.11632519296060562,-0.10948473844227141,-0.1102189784722437,-0.06792030178279024,-0.10335841064478046,-0.08434585176274802,-0.1399169279502076,-0.08240903206754932,-0.14773238818149695,-0.08825108667208742,-0.08175193435267333,-0.07179960324750022,-0.11636265073240666,-0.07115617817797365,-0.10677071824362779,-0.07598221886400504,-0.0868355278798952,-0.041961568618743034,-0.11131294180291987,-0.05270520584993542,0.01056470362488247,-0.01955470420062448,-0.022696297118359122,0.014970032253587572,0.007777295929682756,-0.0430572555092257,-0.04799717160455467,-0.06900987994698289,-0.06329826371584049,-0.05860517021004719,-0.04954866540982526,-0.05336437615648643,-0.031187978489385305,-0.03903085324234948,-0.008385981383766491,0.00870791693271576,0.0035357120196852694,-0.035635290411865264,-0.04984297215935094,-0.07380641169498936,-0.09228132593963323,-0.13963470298861774,-0.0778076681629852,-0.14618832437531748,-0.11409451539870384,-0.11652526992517945,-0.1527135300372859,-0.06095109825439684,-0.138374552010669,-0.10881436850226428,-0.04658819651536417,-0.11226527245404704,-0.10090646858585695,-0.13185648912790845,-0.11056842265975647,-0.16106683004746927,-0.17967657835957046,-0.23053023873310036,-0.20206793311125026,-0.2643228361342742,-0.16960985202234924,-0.22428609470748614,-0.19588083481936355,-0.17916295442720745
SARV-Model-007,0.023985835703724243,-0.03711053897664329,0.0014729523227210517,-0.017568929004512585,-0.03020603544596218,-0.025906795999635128,0.05461322342181951,0.042777050388581345,0.09397737736396428,0.07657953199915037,0.0931094734540925,0.023365775918147723,0.004063873671744865,-0.016429330023762186,-0.061841998611378374,-0.07555611714067244,-0.09362658267037176,-0.029502993392136512,-0.15234964968395792,-0.03874952755810142,-0.12847760515530204,-0.004152295830807737,-0.021663514098006365,-0.01619666277088543,-0.08424707736356186,0.029580476199065665,-0.022104535853630897,0.0435731949221205,1.7499982765166734e-05,0.1434093002857109,0.10593278564360617,0.14621776223202945,0.12211445884340641,0.12310812825914183,0.10320553742388183,0.10367339135767209,0.09551056442424527,0.06537299970917707,0.07434429611354527,0.10776329898087235,0.008947779448096127,0.07319756618491821,-0.04093655089527934,0.022310253489283453,-0.06546300285679281,-0.01721663342664992,-0.08954014135756552,-0.06041321920497467,-0.14111854386289024,-0.06789089176928582,-0.15072952666213246,-0.03152906962991223,-0.04350799148813497,-0.015117465990913053,-0.0770245684362645,-0.022317912986019945,-0.10603147609203566,-0.06710972086953088,-0.14955068295744267,-0.08370688541551892,-0.14064240633706848,-0.09492911295756734,-0.12890541966188496,-0.100748857983468,-0.12766557760803393,-0.07816502964688186,-0.05702463663968166,-0.11291746550831712,-0.04451711445750357,-0.11829366504148559,-0.04581446373586903,-0.13309348228265114,-0.06584836267946663,-0.13775569307185417,-0.07935909860793598,-0.1196754757821503,-0.11218618881186739,-0.10424618886342532,-0.087929517091516,-0.1471945799179089,-0.08581491133778064,-0.11429155575928032,-0.07121482775743032,-0.0840445487866435,-0.05636626255779728,-0.13364753290431178,-0.14514925179622587,-0.08963886366260723,-0.11008810398935921,-0.09554705719303178,-0.06661222339206063,-0.08343790386431708,-0.04384556796126304,-0.04411332585341194,-0.017012788332097434,-0.02305537076515675,0.017133234308629817,-0.027214254552987142,0.03708460955823293,0.02121211179914156
SARV-Model-008,0.041357176648859226,-0.017203367267055358,-0.010823293129285552,0.008571079421235285,0.041334982200143935,0.06984771793611158,-0.0014911838308951353,-0.0313490150353551,-0.02174068898940944,0.04548939247070532,0.014125530892245539,0.1066701201624114,0.03249752426561135,0.1119685076039619,0.10578923777389786,0.12832883513781645,0.08347930791379793,0.10743266951823432,0.08690604066783526,0.0752359012088883,0.08795163993247561,0.1265324043927089,0.10025590405674975,0.10207065170799318,0.10722930465446966,0.1185254571931003,0.16869687328098,0.10511278825113222,0.14857819153128782,0.047302814155236496,0.0630859879323021,0.05710673432135081,0.05292410229050999,0.03346546887454723,0.0013283068310471246,0.01041492947983001,0.013069611774530707,-0.007459648354577562,-0.00913265663788228,-0.04517097463377808,0.0023448552296016258,-0.03278157297001714,-0.005113434412299894,-0.01663599112404798,0.028688208845074514,0.022633943666608713,0.010018632343812539,0.002685953297821359,0.03782683967197231,0.014149405973716406,0.0033005812881166164,-0.018044948587913025,-0.03135771220399161,-0.04674817278849959,-0.09683628828859098,-0.11989252739205629,-0.13428913747149526,-0.0769900321719251,-0.04322266410748887,0.021951476409149167,0.008865914451097849,0.044740234741595934,0.07258671450899964,0.08246915594124622,0.12070106477316705,0.12217435076841258,0.18000598227759165,0.12357590301544903,0.1406716708712556,0.1403249169364251,0.13917736600326994,0.11167926882360396,0.11748326185219903,0.07591170379020104,0.12232600424219292,0.060189901931036606,0.13505282915501815,0.08071853731788796,0.1413436923996964,0.09581050507382778,0.13020101257426034,0.12890484951943754,0.1324427331007376,0.10561779810066196,0.16576869228854993,0.08032569080113411,0.10590845802735084,0.032957629407177176,0.046428761472776664,0.010815884926189755,0.018751262844634565,-0.016167509125740824,-0.022067870469723763,-0.024284926833969992,0.043972574458420725,0.00012817077602060855,0.04715073818330431,-0.01982045079975336,0.06406567497398473,-0.004516647162495526
SARV-Model-009,0.032174259344631306,0.002028084974328136,-0.049347272199011735,-0.06069239790701108,-0.04614333262196629,-0.0188733478762203,-0.03229066845939111,0.03582500875626406,0.03805418873882165,-0.03982084245153136,0.04076221303099791,-0.021375738365834698,0.03689643064223087,-0.009804092812383173,0.05849180313270153,0.02048910947990409,0.07083673475771679,0.048524578885385077,0.0781209631626571,-0.013969620032606545,0.05681400330843999,0.016386679201993187,0.03506021124212014,0.003801159738262679,0.018983264138467005,0.002059649575315098,0.06465646505736128,0.0030390447753288388,0.0010771736624960438,-0.023862187945563072,-0.0395481679490495,-0.08683629583346417,-0.07292715093341438,-0.1401460904026617,-0.032966869452520635,-0.11083323274735733,-0.005852905442581962,-0.07944391431172822,-0.030311758954868068,-0.0722650983771833,-0.038184937430530086,-0.04458303833704993,-0.025970343112617277,-0.06842822414074007,-0.07439424578544476,-0.0865572393652234,-0.092216009954731,-0.07989405305925933,-0.10002153760931459,-0.12947163473360748,-0.04913073238253001,-0.08792107360738367,-0.043641266425302326,-0.045275808561042165,-0.0032637231005759704,-0.11536386675404671,-0.020066805040692696,-0.09461056053833669,-0.022604902989506095,-0.07353126036703056,-0.06749438121384344,-0.07461059883431301,-0.05796285106476569,-0.0012892039676612344,0.02051786199911437,1.8297099854783782e-05,-3.515031616624587e-05,0.03203108349461325,0.0660546066580853,-0.003816257944028609,0.0740240647397544,0.015024023545877029,0.009905032094499859,-0.002657016918439985,0.07296932388372838,0.027932776427470704,0.04739775305977849,-0.0037541188020786065,0.11156446016277882,0.027060150624690617,0.14172179640772545,0.10283454089530492,0.10413634415001535,0.0747809873030258,0.06298378906898874,0.07151985854629829,0.05386906454831515,0.017535771682910574,-0.005199947150936226,-0.031588966035062234,-0.04348787713906475,-0.06990333271257806,-0.019496492234969368,-0.034785403360639,-0.006616529553841795,-0.033212388355711796,-0.0005790586410900377,-0.04139952720949362,-0.051241025520822395,-0.020190580872206453
SARV-Model-010,0.04456573939550799,0.00016768591289351875,0.015200647849619657,0.007206292085489205,0.042759752185335474,-0.04584231078911065,0.06364011269445982,0.013795519667119149,0.004089560395384078,0.012068664605416042,-0.004818457962953881,0.003950566699082653,0.018362624058032396,-0.005193654508687077,0.007615418830345535,-0.01900599729804622,0.06014164173791628,-0.0022241622829990704,0.05218765421844046,0.04033870905597295,0.01700723640170873,-0.0004947147778019689,0.026203430821513427,-0.003448662399406939,0.048346698754153275,-0.0350220689547109,0.003426007831346092,0.051653837699613424,-0.005149598139174957,0.07231858568735534,0.05081074126319814,0.04974295628422938,0.0476465919069167,0.06006594801471488,0.06810588113361755,0.05805825767240378,0.05306262914161414,0.0700653006419797,0.12157610396909585,0.09474858470102789,0.152710100617751,0.1047807205595649,0.15359296804215208,0.1016352668956497,0.15531004996621917,0.10303508285046734,0.146306148262249,0.11691572590186106,0.13298884246713633,0.12169279058709077,0.12486812449930078,0.13676429070076804,0.11524367915647252,0.09607205582409455,0.05120488884361741,0.022433896137917745,-0.015024320457975828,-0.018020144919119057,-0.05811098415988046,-0.06303062981309632,-0.08126820070407154,-0.0581357326641735,-0.03649206465498504,-0.016208595664378475,-0.00516765302826084,0.007567800335980829,-0.00476690381259841,-0.016637005801254413,0.004533180769286116,-0.030609053642908286,-0.0019116808502621164,-0.0013451582447012544,-0.029136003302419517,0.02451368603832181,0.051005125410185974,0.026861630150474505,0.04350033150987695,0.09628734527971126,0.0440882325472321,0.059620625589493145,-0.03364544085602941,0.037884082271460104,-0.0265369013950152,0.0687702415396289,0.02344052725272948,0.07795522109814125,0.023224620253273435,0.06511014816357177,0.07323601258393733,0.09604980001246234,0.09499658022718181,0.10250224540137802,0.11653677666343695,0.15264517843568912,0.10463002323038677,0.1490169249179883,0.13066574602759695,0.13678166797129784,0.13540552102791256,0.09219113037254935
